runtime,seasons,imdb_score,action,animation,comedy,crime,documentation,drama,european,family,fantasy,history,horror,music,reality,romance,scifi,sport,thriller,war,western,América del Sur,América del Norte,África,Europa,Oceanía,Asia,Streaming_Service,type_SHOW,release_year_1970s,release_year_1980s,release_year_1990s,release_year_2000s,release_year_2010s,release_year_2020s,release_year_<1970
70,1.0,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
163,0.0,7.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
68,1.0,7.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
138,0.0,7.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
110,0.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
51,1.0,6.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
60,0.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
114,0.0,7.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
42,1.0,6.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
100,0.0,6.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
125,0.0,6.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
116,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
101,0.0,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
23,1.0,7.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
53,0.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
89,0.0,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
87,0.0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
29,1.0,6.2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
23,1.0,5.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
73,1.0,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
27,3.0,6.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
53,2.0,7.7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
85,0.0,5.4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
132,0.0,6.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
139,0.0,7.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
22,1.0,8.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
65,0.0,4.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
70,1.0,7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
35,1.0,4.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
57,2.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
144,0.0,6.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
30,1.0,7.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
115,0.0,6.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
24,1.0,5.5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
82,0.0,7.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
23,2.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
85,0.0,3.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
97,0.0,4.7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
46,2.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
44,1.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
46,1.0,7.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
97,0.0,3.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
49,1.0,6.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
25,1.0,6.5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
23,2.0,5.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
70,1.0,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
94,0.0,5.7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
25,1.0,6.6,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
57,1.0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
161,0.0,8.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
43,2.0,7.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
99,0.0,6.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
104,0.0,7.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
0,1.0,6.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
86,0.0,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
98,0.0,6.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
89,0.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
43,1.0,7.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
40,1.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
79,0.0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
45,1.0,7.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
108,0.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
108,0.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
52,1.0,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
54,1.0,7.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
104,0.0,5.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
58,0.0,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
95,0.0,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Netflix,False,False,False,False,False,False,True,False
90,0.0,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
41,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
30,1.0,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
45,1.0,5.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
33,1.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
100,0.0,6.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
35,1.0,5.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
120,0.0,7.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
139,0.0,6.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
104,0.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
101,0.0,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Netflix,False,False,False,False,False,False,True,False
170,0.0,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
59,0.0,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
40,0.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
25,1.0,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
67,0.0,5.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
30,0.0,7.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
55,1.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
90,0.0,6.7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
96,0.0,6.6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
95,0.0,4.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
48,1.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
39,0.0,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
44,1.0,6.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
36,1.0,5.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
70,0.0,6.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
48,1.0,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
24,1.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Netflix,True,False,False,False,False,False,True,False
55,1.0,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
122,0.0,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
90,0.0,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
80,0.0,4.7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
27,1.0,6.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Netflix,True,False,False,False,False,False,True,False
126,0.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Netflix,False,False,False,False,False,False,True,False
92,0.0,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
84,0.0,6.4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
12,1.0,7.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
9,1.0,5.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
50,1.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
30,1.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
33,2.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
65,1.0,8.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
30,1.0,5.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
46,1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
102,0.0,4.1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
22,3.0,7.9,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
88,0.0,6.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
36,0.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
24,1.0,6.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
115,0.0,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
106,0.0,7.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,Netflix,False,False,False,False,False,False,True,False
29,1.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
31,1.0,6.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
97,0.0,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
138,0.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
34,2.0,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
19,1.0,6.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
106,0.0,6.7,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
60,0.0,6.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
30,1.0,7.8,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Netflix,True,False,False,False,False,False,True,False
12,3.0,5.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
22,1.0,7.1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
112,0.0,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
112,0.0,6.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
110,0.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
145,0.0,6.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
13,1.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
19,1.0,5.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
37,1.0,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
49,1.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
12,1.0,6.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
57,2.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
163,0.0,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
12,1.0,7.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
47,0.0,3.8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
107,0.0,6.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
44,1.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,Netflix,True,False,False,False,False,False,True,False
45,1.0,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
39,1.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
97,0.0,7.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
27,1.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
13,1.0,7.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
70,0.0,7.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
14,1.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
50,1.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,True,False,False,False,False,False,True,False
51,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
129,0.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
96,0.0,6.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
40,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
43,1.0,7.4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
65,0.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
25,2.0,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
112,0.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,False,False,False,False,False,False,True,False
100,0.0,5.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,False,False,False,False,False,False,True,False
69,3.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
90,0.0,4.3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
98,0.0,5.5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Netflix,False,False,False,False,False,False,True,False
107,0.0,5.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Netflix,False,False,False,False,False,False,True,False
34,1.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
35,1.0,7.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Netflix,True,False,False,False,False,False,True,False
24,1.0,6.8,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
48,1.0,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Netflix,True,False,False,False,False,False,True,False
